num,dt,id,imgURL,imgFile,episode,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,lat,lon,latitude longitude,locInterpolated,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags
51,2014-03-04T11:20:57+0000,B00000053_21I4N2_20140304_112057,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000053_21I4N2_20140304_1120574.jpg,B00000053_21I4N2_20140304_1120574.jpg,1,4014,2,0,0.053,-0.979,-0.007,-0.266,-0.475,-0.257,31294,44976,41701,65535,26.6,2,-33.86338,151.22181,-33.86338 151.22181,0,18.7,0.6,10.13,2.55,1,1.25,1.938,1,1,92.945,-88.98,306.59,0,
52,2014-03-04T11:21:31+0000,B00000054_21I4N2_20140304_112130,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000054_21I4N2_20140304_1121304.jpg,B00000054_21I4N2_20140304_1121304.jpg,1,4014,2,0,-0.035,-1.024,-0.055,-0.266,-0.475,-0.258,30632,44682,41546,65535,26.6,2,-33.86345,151.2218,-33.86345 151.22180,0,19.5,0.4,17.71,2.71,1,1.25,1.938,1,1,93.019,-89.02,306.48,0,
53,2014-03-04T11:22:05+0000,B00000055_21I4N2_20140304_112204,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000055_21I4N2_20140304_1122044.jpg,B00000055_21I4N2_20140304_1122044.jpg,1,4014,2,0,0.026,-1.061,-0.107,-0.266,-0.473,-0.253,31780,46221,42571,65535,26.6,2,-33.86342,151.22178,-33.86342 151.22178,0,21.1,0.3,12,2.53,1,1.31,1.938,1,1,92.995,-89.02,306.59,0,
54,2014-03-04T11:22:39+0000,B00000056_21I4N2_20140304_112238,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000056_21I4N2_20140304_1122384.jpg,B00000056_21I4N2_20140304_1122384.jpg,1,4014,2,0,-0.044,-1.068,-0.168,-0.266,-0.476,-0.255,38344,55307,49195,65535,26.6,2,-33.86336,151.22178,-33.86336 151.22178,0,23,0.7,13.61,2.48,1,1.31,1.938,1,1,92.963,-89.02,306.72,0,
55,2014-03-04T11:23:13+0000,B00000057_21I4N2_20140304_112312,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000057_21I4N2_20140304_1123124.jpg,B00000057_21I4N2_20140304_1123124.jpg,1,4014,2,0,0.02,-1.005,-0.043,-0.267,-0.475,-0.257,37625,54525,48838,65535,26.6,2,-33.8634,151.22181,-33.86340 151.22181,0,23.7,0.5,12.13,2.19,1,1.25,1.938,1,1,92.977,-89,306.62,0,
56,2014-03-04T11:23:37+0000,B00000058_21I4N2_20140304_112336,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000058_21I4N2_20140304_1123364.jpg,B00000058_21I4N2_20140304_1123364.jpg,1,4014,2,1,0.048,-1.009,-0.058,-0.266,-0.478,-0.257,36874,52299,46586,65535,26.6,2,-33.86332,151.2218,-33.86332 151.22180,0,22.4,0.1,11.37,2.03,1,1.31,1.938,1,1,92.909,-89.04,306.77,0,
57,2014-03-04T11:24:11+0000,B00000059_21I4N2_20140304_112410,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000059_21I4N2_20140304_1124104.jpg,B00000059_21I4N2_20140304_1124104.jpg,1,4014,2,0,0.089,-1.037,-0.066,-0.266,-0.475,-0.257,37388,54270,48461,65535,26.6,2,-33.86339,151.22181,-33.86339 151.22181,0,15.2,0.3,11.7,1.97,1,1.25,1.938,1,1,92.945,-89.03,306.73,0,
58,2014-03-04T11:24:49+0000,B00000060_21I4N2_20140304_112448,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000060_21I4N2_20140304_1124484.jpg,B00000060_21I4N2_20140304_1124484.jpg,1,4014,2,0,0.008,-1.022,-0.043,-0.266,-0.472,-0.257,37398,54154,48443,65535,26.6,2,-33.86336,151.2218,-33.86336 151.22180,0,17,0.2,10.57,1.96,1,1.31,1.938,1,1,92.953,-89.06,306.7,0,
59,2014-03-04T11:25:26+0000,B00000061_21I4N2_20140304_112525,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000061_21I4N2_20140304_1125254.jpg,B00000061_21I4N2_20140304_1125254.jpg,1,4014,2,0,0.071,-0.969,-0.043,-0.264,-0.473,-0.257,37493,53994,48284,65535,26.6,2,-33.86331,151.22174,-33.86331 151.22174,0,20,0.5,10.5,1.75,1,1.25,1.938,1,1,92.927,-89,306.78,0,
60,2014-03-04T11:26:00+0000,B00000062_21I4N2_20140304_112559,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000062_21I4N2_20140304_1125594.jpg,B00000062_21I4N2_20140304_1125594.jpg,1,4014,2,1,-0.016,-1.025,-0.107,-0.266,-0.473,-0.257,37358,53949,48270,65535,26.6,2,-33.86333,151.22179,-33.86333 151.22179,0,23.4,0.1,8.73,1.65,1,1.31,1.938,1,1,92.919,-89.03,306.83,0,
61,2014-03-04T11:26:35+0000,B00000063_21I4N2_20140304_112634,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000063_21I4N2_20140304_1126344.jpg,B00000063_21I4N2_20140304_1126344.jpg,1,4014,2,0,0.04,-1.047,0.016,-0.267,-0.473,-0.255,37014,53391,47672,65535,26.6,2,-33.86331,151.22175,-33.86331 151.22175,0,21.8,0.4,9.66,1.7,1,1.25,1.938,1,1,92.934,-89.01,306.74,0,
62,2014-03-04T11:27:10+0000,B00000064_21I4N2_20140304_112709,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000064_21I4N2_20140304_1127094.jpg,B00000064_21I4N2_20140304_1127094.jpg,1,4014,2,0,0.072,-0.988,-0.094,-0.266,-0.475,-0.258,37261,53672,48002,65535,26.6,2,-33.86331,151.22174,-33.86331 151.22174,0,22.6,0.4,13.35,1.87,1,1.31,1.938,1,1,92.982,-89.08,306.66,0,
63,2014-03-04T11:27:48+0000,B00000065_21I4N2_20140304_112747,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000065_21I4N2_20140304_1127474.jpg,B00000065_21I4N2_20140304_1127474.jpg,1,4014,2,0,0.015,-1.027,-0.108,-0.266,-0.475,-0.257,36781,53192,47730,65535,26.6,2,-33.86338,151.22175,-33.86338 151.22175,0,15.2,0.3,11.94,1.98,1,1.25,1.938,1,1,92.862,-89.03,306.81,0,
64,2014-03-04T11:28:22+0000,B00000066_21I4N2_20140304_112821,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000066_21I4N2_20140304_1128214.jpg,B00000066_21I4N2_20140304_1128214.jpg,1,4014,2,0,0.017,-1.053,-0.057,-0.266,-0.475,-0.258,37339,53880,48145,65535,26.6,2,-33.86339,151.22179,-33.86339 151.22179,0,15.2,0.1,11.4,2,1,1.31,1.938,1,1,92.868,-88.97,306.71,0,
65,2014-03-04T11:28:57+0000,B00000067_21I4N2_20140304_112856,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000067_21I4N2_20140304_1128564.jpg,B00000067_21I4N2_20140304_1128564.jpg,1,4014,2,0,-0.001,-1.01,-0.124,-0.263,-0.475,-0.257,37262,53813,48122,65535,26.6,2,-33.86327,151.22173,-33.86327 151.22173,0,12.3,0.5,10.76,2.02,1,1.25,1.938,1,1,92.859,-88.98,306.7,0,
66,2014-03-04T11:29:22+0000,B00000068_21I4N2_20140304_112921,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000068_21I4N2_20140304_1129214.jpg,B00000068_21I4N2_20140304_1129214.jpg,1,4014,2,1,0.005,-1,-0.063,-0.267,-0.475,-0.257,37441,53763,47832,65535,26.6,2,-33.86329,151.22174,-33.86329 151.22174,0,12.7,0.1,26.48,1.69,1,1.31,1.938,1,1,92.931,-89.04,306.92,0,
67,2014-03-04T11:29:54+0000,B00000069_21I4N2_20140304_112953,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000069_21I4N2_20140304_1129534.jpg,B00000069_21I4N2_20140304_1129534.jpg,1,4014,2,1,0.023,-1.038,-0.087,-0.266,-0.473,-0.257,33289,46231,41916,65535,26.6,2,-33.86331,151.22173,-33.86331 151.22173,0,12.5,0.5,26.32,1.6,1,1.25,1.938,1,1,92.835,-89.05,306.75,0,
68,2014-03-04T11:30:18+0000,B00000070_21I4N2_20140304_113017,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000070_21I4N2_20140304_1130174.jpg,B00000070_21I4N2_20140304_1130174.jpg,1,4014,2,1,0.011,-1.07,-0.05,-0.266,-0.47,-0.257,37599,54118,48388,65535,26.6,2,-33.86332,151.22174,-33.86332 151.22174,0,11.9,0.3,8.75,1.58,1,1.31,1.938,1,1,92.855,-89.04,306.76,0,
69,2014-03-04T11:30:52+0000,B00000071_21I4N2_20140304_113051,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000071_21I4N2_20140304_1130514.jpg,B00000071_21I4N2_20140304_1130514.jpg,1,4014,2,0,0.015,-1.018,-0.065,-0.266,-0.475,-0.258,37662,54218,48453,65535,26.6,2,-33.86348,151.2218,-33.86348 151.22180,0,10,0.3,10.83,1.59,1,1.25,1.938,1,1,92.846,-89.1,306.91,0,
70,2014-03-04T11:31:26+0000,B00000072_21I4N2_20140304_113125,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000072_21I4N2_20140304_1131254.jpg,B00000072_21I4N2_20140304_1131254.jpg,1,4014,2,0,0,-1.025,-0.014,-0.267,-0.475,-0.257,37570,54071,48342,65535,26.6,2,-33.86329,151.22175,-33.86329 151.22175,0,15.9,0.4,8.78,1.59,1,1.31,1.938,1,1,92.87,-89.05,306.79,0,
71,2014-03-04T11:31:50+0000,B00000073_21I4N2_20140304_113149,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000073_21I4N2_20140304_1131494.jpg,B00000073_21I4N2_20140304_1131494.jpg,1,4014,2,1,0.004,-1.028,-0.091,-0.264,-0.476,-0.253,37447,53980,48280,65535,26.6,2,-33.86332,151.22171,-33.86332 151.22171,0,16.1,0.6,16.19,1.62,1,1.25,1.938,1,1,92.825,-88.94,306.78,0,
72,2014-03-04T11:32:14+0000,B00000074_21I4N2_20140304_113213,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000074_21I4N2_20140304_1132134.jpg,B00000074_21I4N2_20140304_1132134.jpg,1,4014,2,1,0.016,-1.02,-0.048,-0.264,-0.475,-0.247,37391,53893,47996,65535,26.6,2,-33.86334,151.22175,-33.86334 151.22175,0,18.5,0.2,12.51,1.61,1,1.31,1.938,1,1,92.995,-89.11,306.83,0,
73,2014-03-04T11:32:40+0000,B00000075_21I4N2_20140304_113239,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000075_21I4N2_20140304_1132394.jpg,B00000075_21I4N2_20140304_1132394.jpg,1,4014,2,1,-0.031,-1.009,-0.093,-0.272,-0.467,-0.267,37268,53959,48232,65535,26.6,2,-33.86334,151.22178,-33.86334 151.22178,0,17.9,1,8.74,1.56,1,1.25,1.938,1,1,93.13,-89.31,306.65,0,
74,2014-03-04T11:33:04+0000,B00000076_21I4N2_20140304_113303,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000076_21I4N2_20140304_1133034.jpg,B00000076_21I4N2_20140304_1133034.jpg,1,4014,2,1,0.008,-1.059,-0.071,-0.275,-0.469,-0.267,37262,54053,48161,65535,26.6,2,-33.86329,151.22173,-33.86329 151.22173,0,20.9,0.1,13.81,1.81,1,1.31,1.938,1,1,93.136,-89.27,306.62,0,
75,2014-03-04T11:33:28+0000,B00000077_21I4N2_20140304_113327,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000077_21I4N2_20140304_1133274.jpg,B00000077_21I4N2_20140304_1133274.jpg,1,4014,2,1,0.084,-1.009,-0.102,-0.275,-0.469,-0.265,37165,53768,47914,65535,26.6,2,-33.86334,151.22174,-33.86334 151.22174,0,18.8,0.5,12.04,1.78,1,1.25,1.938,1,1,93.143,-89.28,306.72,0,
76,2014-03-04T11:33:53+0000,B00000078_21I4N2_20140304_113352,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000078_21I4N2_20140304_1133524.jpg,B00000078_21I4N2_20140304_1133524.jpg,1,4014,2,1,0.021,-0.984,-0.095,-0.273,-0.472,-0.267,32048,44570,37803,65535,26.6,2,-33.86334,151.22179,-33.86334 151.22179,0,25.1,1.2,13.13,1.82,1,1.25,1.938,1,1,93.168,-89.42,306.85,0,
77,2014-03-04T11:34:17+0000,B00000079_21I4N2_20140304_113416,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000079_21I4N2_20140304_1134164.jpg,B00000079_21I4N2_20140304_1134164.jpg,1,4014,2,1,0.024,-1.021,-0.112,-0.273,-0.472,-0.262,36356,52676,46405,65535,26.6,2,-33.86333,151.22181,-33.86333 151.22181,0,23.1,0.3,14.21,1.98,1,1.25,1.906,1,1,96.7,-77.09,315.39,0,
78,2014-03-04T11:34:41+0000,B00000080_21I4N2_20140304_113440,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000080_21I4N2_20140304_1134404.jpg,B00000080_21I4N2_20140304_1134404.jpg,1,4014,2,1,-0.11,-0.978,0.102,-0.224,-0.466,-0.203,34119,51393,48683,65535,26.6,2,-33.86332,151.22178,-33.86332 151.22178,0,22.1,0.8,16.58,2.14,1,1.25,1.75,1,1,88.903,-83.49,304.58,0,
79,2014-03-04T11:35:05+0000,B00000081_21I4N2_20140304_113504,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000081_21I4N2_20140304_1135044.jpg,B00000081_21I4N2_20140304_1135044.jpg,1,4014,2,1,-0.063,-1.033,0.008,-0.209,-0.457,-0.243,35705,50195,45121,65535,26.6,2,-33.86326,151.22178,-33.86326 151.22178,0,22.8,0.8,14.73,2.14,1,1.31,1.75,1,1,87.362,-94.05,323.93,0,
80,2014-03-04T11:35:39+0000,B00000082_21I4N2_20140304_113538,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000082_21I4N2_20140304_1135384.jpg,B00000082_21I4N2_20140304_1135384.jpg,1,4014,2,0,-0.063,-0.971,-0.035,-0.204,-0.454,-0.25,36014,49558,44981,65535,26.6,2,-33.86331,151.2218,-33.86331 151.22180,0,24,0.4,11.42,2.33,1,1.25,1.75,1,1,90.919,-92.33,319.35,0,
81,2014-03-04T11:36:09+0000,B00000083_21I4N2_20140304_113608,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000083_21I4N2_20140304_1136084.jpg,B00000083_21I4N2_20140304_1136084.jpg,1,4014,2,1,0.016,-1.042,-0.056,-0.207,-0.455,-0.257,21600,28633,27688,65535,26.6,2,-33.8633,151.22174,-33.86330 151.22174,0,26.5,0.3,16.13,2.38,1,1.31,1.719,1,1.031,91.308,-92.16,319.07,0,
82,2014-03-04T11:36:33+0000,B00000084_21I4N2_20140304_113632,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000084_21I4N2_20140304_1136324.jpg,B00000084_21I4N2_20140304_1136324.jpg,1,4014,2,1,-0.077,-1.024,-0.051,-0.207,-0.454,-0.262,35934,49329,45011,65535,26.6,2,-33.86342,151.22178,-33.86342 151.22178,0,26.5,0.4,15.76,2.43,1,1.25,1.75,1,1.031,91.612,-92.07,319.01,0,
83,2014-03-04T11:36:57+0000,B00000085_21I4N2_20140304_113656,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000085_21I4N2_20140304_1136564.jpg,B00000085_21I4N2_20140304_1136564.jpg,1,4014,2,1,-0.033,-0.947,-0.072,-0.206,-0.457,-0.26,36034,49111,44798,65535,26.6,2,-33.86333,151.22175,-33.86333 151.22175,0,26.1,0.5,15.87,2.42,1,1.31,1.75,1,1.031,91.832,-92.1,318.93,0,
84,2014-03-04T11:37:21+0000,B00000086_21I4N2_20140304_113720,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000086_21I4N2_20140304_1137204.jpg,B00000086_21I4N2_20140304_1137204.jpg,1,4014,2,1,-0.031,-1.082,-0.022,-0.206,-0.455,-0.263,36332,48828,44737,65535,26.6,2,-33.86337,151.2218,-33.86337 151.22180,0,30.3,0.7,13.82,2.38,1,1.25,1.75,1,1.031,91.877,-92.06,319.19,0,
85,2014-03-04T11:37:46+0000,B00000087_21I4N2_20140304_113746,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000087_21I4N2_20140304_1137464.jpg,B00000087_21I4N2_20140304_1137464.jpg,1,4014,2,1,0.68,-1.346,0.598,-0.11,-0.354,0.237,35944,49822,49288,65535,26.6,2,-33.86333,151.22171,-33.86333 151.22171,0,27.2,1.9,19.99,2.24,5,1.25,1.117,1,1.313,67.03,-63.08,76.232,0,
86,2014-03-04T11:38:12+0000,B00000088_21I4N2_20140304_113811,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000088_21I4N2_20140304_1138114.jpg,B00000088_21I4N2_20140304_1138114.jpg,1,4014,2,1,0.134,-0.995,-0.181,-0.778,0.034,-0.832,37550,60540,50776,65535,26.6,2,-33.86335,151.22174,-33.86335 151.22174,0,25.9,1.2,15.65,2.12,1,1.25,1.711,1,1.063,105.14,-76.3,316.2,0,
87,2014-03-04T11:38:36+0000,B00000089_21I4N2_20140304_113835,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000089_21I4N2_20140304_1138354.jpg,B00000089_21I4N2_20140304_1138354.jpg,1,4014,2,1,0.006,-0.035,1.007,-0.776,0.031,-0.833,21827,26907,22605,65535,26.6,2,-33.86332,151.22175,-33.86332 151.22175,0,26.3,0.2,16.62,2.1,2,1.25,1.711,1,1,27.278,-83.03,211.52,0,
88,2014-03-04T11:39:01+0000,B00000090_21I4N2_20140304_113900,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000090_21I4N2_20140304_1139004.jpg,B00000090_21I4N2_20140304_1139004.jpg,1,4014,2,1,0.035,-0.945,0.13,-0.337,0.29,0.48,43646,61212,55475,65535,26.6,2,-33.86331,151.22171,-33.86331 151.22171,0,25.4,0.1,20.49,2.09,1,1.25,1.992,1,1,69.382,-84.32,308.12,0,
89,2014-03-04T11:39:25+0000,B00000091_21I4N2_20140304_113924,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000091_21I4N2_20140304_1139244.jpg,B00000091_21I4N2_20140304_1139244.jpg,1,4014,2,1,0.081,-1.42,0.382,-0.554,-0.169,-0.602,29499,43004,37824,65535,26.6,2,-33.86357,151.22168,-33.86357 151.22168,0,20.9,0.7,18.59,2.06,1,1.25,1.898,1,1.031,86.593,-91.16,320.43,0,
90,2014-03-04T11:39:51+0000,B00000092_21I4N2_20140304_113950,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000092_21I4N2_20140304_1139504.jpg,B00000092_21I4N2_20140304_1139504.jpg,1,4014,2,1,-0.11,-0.465,-0.149,-0.545,-0.055,-0.3,8335,10039,7706,23796,26.6,2,-33.86376,151.2215,-33.86376 151.22150,0,19.7,2.6,18.74,2.19,5,3.63,1.742,1,1.125,101.82,-93.21,315.6,0,
91,2014-03-04T11:40:15+0000,B00000093_21I4N2_20140304_114014,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000093_21I4N2_20140304_1140144.jpg,B00000093_21I4N2_20140304_1140144.jpg,3,4014,2,1,0.149,-1.462,0.308,-0.458,-0.137,-0.527,14871,15413,10329,31250,26.6,2,-33.86368,151.22123,-33.86368 151.22123,0,20.4,0.4,15.29,2.29,4,1.25,1.586,1,1.344,92.457,-94.98,314.41,0,
92,2014-03-04T11:40:40+0000,B00000094_21I4N2_20140304_114039,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000094_21I4N2_20140304_1140394.jpg,B00000094_21I4N2_20140304_1140394.jpg,3,4014,2,1,-0.381,-1.375,-0.509,-0.425,-0.064,-0.617,10631,10791,7576,21632,26.6,2,-33.86416,151.22124,-33.86416 151.22124,0,22.1,2.9,48.11,2.46,5,2.38,1.586,1,1.438,90.134,-94.09,319.64,0,
93,2014-03-04T11:41:06+0000,B00000095_21I4N2_20140304_114104,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000095_21I4N2_20140304_1141044.jpg,B00000095_21I4N2_20140304_1141044.jpg,3,4014,2,1,-0.086,-0.283,-0.004,-0.434,-0.128,-0.592,9050,9964,7416,20331,26.6,2,-33.86445,151.22095,-33.86445 151.22095,0,23.7,2,29.97,2.43,5,3.25,1.586,1,1.438,87.596,-94.99,322.73,0,
94,2014-03-04T11:41:31+0000,B00000096_21I4N2_20140304_114129,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000096_21I4N2_20140304_1141294.jpg,B00000096_21I4N2_20140304_1141294.jpg,3,4014,2,1,0.157,-2,0.442,-0.448,-0.13,-0.588,5805,6361,4454,12522,26.6,2,-33.8648,151.2206,-33.86480 151.22060,0,24.4,1.3,16.85,2.39,5,1.88,1.586,1,1.438,88.609,-93.9,324.9,0,
95,2014-03-04T11:41:56+0000,B00000097_21I4N2_20140304_114154,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000097_21I4N2_20140304_1141544.jpg,B00000097_21I4N2_20140304_1141544.jpg,3,4014,2,1,0.281,-1.135,-0.198,-0.355,-0.137,-0.543,9547,9613,7513,19441,26.1,2,-33.86462,151.22054,-33.86462 151.22054,0,24.8,0.7,78.95,3.33,5,1.25,1.586,1,1.625,91.948,-96.45,322.82,0,
96,2014-03-04T11:42:24+0000,B00000098_21I4N2_20140304_114222,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000098_21I4N2_20140304_1142224.jpg,B00000098_21I4N2_20140304_1142224.jpg,3,4014,2,1,0.068,-0.906,-0.06,-0.467,-0.128,-0.583,11424,11753,8890,24809,26.1,1,-33.865185,151.220365,-33.865185 151.220365,1,19.5,0,0,0,5,3,1.586,1,1.531,87.92,-94.44,319.87,0,
97,2014-03-04T11:42:48+0000,B00000099_21I4N2_20140304_114247,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000099_21I4N2_20140304_1142474.jpg,B00000099_21I4N2_20140304_1142474.jpg,3,4014,2,1,-0.181,-0.918,0.065,-0.406,-0.188,-0.555,29885,41823,37933,65535,26.1,2,-33.86575,151.22019,-33.86575 151.22019,0,14.2,0.8,17.57,6.13,1,1.25,1.68,1,1.002,83.492,-96.83,320.69,0,
98,2014-03-04T11:43:12+0000,B00000100_21I4N2_20140304_114311,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000100_21I4N2_20140304_1143114.jpg,B00000100_21I4N2_20140304_1143114.jpg,3,4014,2,1,0.038,-0.089,-0.039,-0.355,-0.06,-0.44,24620,30050,24030,65535,26.1,2,-33.86591,151.21994,-33.86591 151.21994,0,6,2.4,16.95,4.3,2,1.25,1.68,1,1.096,85.797,-98.16,320.57,0,
99,2014-03-04T11:43:36+0000,B00000101_21I4N2_20140304_114335,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000101_21I4N2_20140304_1143354.jpg,B00000101_21I4N2_20140304_1143354.jpg,3,4014,2,1,0.042,-0.688,-0.009,-0.4,-0.103,-0.577,38533,45301,37249,65535,26.1,2,-33.86614,151.21984,-33.86614 151.21984,0,16.1,1.6,23.09,3.02,1,1.25,1.68,1,1.033,87.1,-96.49,298.17,0,
100,2014-03-04T11:44:00+0000,B00000102_21I4N2_20140304_114359,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000102_21I4N2_20140304_1143594.jpg,B00000102_21I4N2_20140304_1143594.jpg,3,4014,2,1,-0.063,-1.579,0.371,-0.437,-0.224,-0.585,36158,44402,37260,65535,26.1,2,-33.86662,151.21988,-33.86662 151.21988,0,15.2,1.5,17.37,2.73,1,1.25,1.68,1,1.033,88.971,-94.83,328.11,0,
101,2014-03-04T11:44:24+0000,B00000103_21I4N2_20140304_114423,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000103_21I4N2_20140304_1144234.jpg,B00000103_21I4N2_20140304_1144234.jpg,3,4014,2,1,-0.034,-1.439,0.16,-0.549,-0.116,-0.513,45736,55027,44043,65535,26.1,2,-33.86701,151.21984,-33.86701 151.21984,0,15.9,1,18.8,2.7,1,1.25,1.648,1,1.096,88.992,-95.01,312.85,0,
102,2014-03-04T11:44:48+0000,B00000104_21I4N2_20140304_114447,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000104_21I4N2_20140304_1144474.jpg,B00000104_21I4N2_20140304_1144474.jpg,3,4014,2,1,0.151,-1.798,0.183,-0.299,-1.47,0.18,47999,58201,45914,65535,26.1,2,-33.86733,151.21979,-33.86733 151.21979,0,14.6,0.5,20.48,2.65,1,1.31,1.648,1,1.096,87.067,-96.14,278.3,0,
103,2014-03-04T11:45:12+0000,B00000105_21I4N2_20140304_114511,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000105_21I4N2_20140304_1145114.jpg,B00000105_21I4N2_20140304_1145114.jpg,3,4014,2,1,0.02,-1.88,-0.516,-0.767,-0.694,0.133,37152,49820,45051,65535,26.1,2,-33.86772,151.21968,-33.86772 151.21968,0,15.4,1.3,19.56,2.48,1,1.25,1.648,1,1.096,86.174,-95.62,311.77,0,
104,2014-03-04T11:45:37+0000,B00000106_21I4N2_20140304_114536,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000106_21I4N2_20140304_1145364.jpg,B00000106_21I4N2_20140304_1145364.jpg,3,4014,2,1,-0.012,-0.578,0.111,-0.475,-0.166,-0.498,26004,35517,32981,65535,26.1,2,-33.86807,151.21965,-33.86807 151.21965,0,17.9,1.3,14.86,1.93,1,1.25,1.742,1,1,85.208,-92.72,306.33,0,
105,2014-03-04T11:46:01+0000,B00000107_21I4N2_20140304_114600,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000107_21I4N2_20140304_1146004.jpg,B00000107_21I4N2_20140304_1146004.jpg,3,4014,2,1,-0.154,-0.892,0.444,-0.563,-0.146,-0.548,24805,29970,25719,65535,26.1,2,-33.86833,151.21959,-33.86833 151.21959,0,20.6,1.1,24.79,1.97,2,1.25,1.742,1,1,88.32,-94.96,311.55,0,
106,2014-03-04T11:46:25+0000,B00000108_21I4N2_20140304_114624,https://googledrive.com/host/0ByrQ8FRGctRobVZGM3RNbng0UUE/B00000108_21I4N2_20140304_1146244.jpg,B00000108_21I4N2_20140304_1146244.jpg,3,4014,2,1,-0.09,-0.433,0.053,-0.6,-0.101,-0.448,19719,22417,17896,54718,26.1,2,-33.86881,151.2199,-33.86881 151.21990,0,21.2,1.9,22.46,2.03,2,1.25,1.648,1,1.031,85.57,-95.98,305.64,0,
