num,dt,sec,id,imgURL,imgFile,episode,priority,sz,typ,p,accx,accy,accz,magx,magy,magz,red,green,blue,lum,tem,g,num,imgFile,lat,lon,latitude longitude,locInterpolated,heading,speed,distance,alt,gs,herr,verr,exp,gain,rbal,gbal,bbal,xor,yor,zor,stags,tags,lat_smooth,lon_smooth,lat_lon_smooth,heading_smooth
137,2013-12-15T07:56:33+0100,1360,B00000435_21I5A3_20131215_075633,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_137.jpg,g2_a3_sml_137.jpg,,1,4014,2,1,0.346,-0.799,-0.727,-0.373,-0.84,-2.6,65535,65535,40542,65535,20.2,2,137,g2_a3_sml_137.jpg,-33.98876,151.23508,-33.98876 151.23508,0,150,2.9,31.91,24,0.7,38.13,2.24,1,1.25,1.422,1,1.625,130.98,-82.99,260.26,0,,-33.98876,151.23508,-33.98876 151.23508,150
138,2013-12-15T07:56:44+0100,1370,B00000436_21I5A3_20131215_075643,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_138.jpg,g2_a3_sml_138.jpg,,1,4014,2,1,0.171,-0.786,-0.632,-0.415,-0.889,-0.576,65535,65535,44723,65535,20.2,2,138,g2_a3_sml_138.jpg,-33.98901,151.23525,-33.98901 151.23525,0,133,0.8,6.41,23.1,0.7,18.66,2.37,1,1.25,1.422,1,1.625,122.8,-85.64,269.17,0,,-33.98901,151.23525,-33.98901 151.23525,133
139,2013-12-15T07:56:52+0100,1380,B00000437_21I5A3_20131215_075651,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_139.jpg,g2_a3_sml_139.jpg,,1,4014,2,1,0.305,-0.913,-0.637,-0.362,-0.905,-0.58,65535,65535,45079,65535,20.2,2,139,g2_a3_sml_139.jpg,-33.98905,151.2353,-33.98905 151.2353,0,180,0.49,4.45,22.4,0.4,14.83,2.39,1,1.31,1.422,1,1.656,124.18,-78.17,343.02,0,,-33.98905,151.2353,-33.98905 151.2353,180
140,2013-12-15T07:57:01+0100,1390,B00000438_21I5A3_20131215_075700,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_140.jpg,g2_a3_sml_140.jpg,,1,4014,2,1,0.114,-0.755,-0.798,-0.43,-0.816,-2.6,65535,65535,48123,65535,20.2,2,140,g2_a3_sml_140.jpg,-33.98909,151.2353,-33.98909 151.2353,0,269,0.23,1.84,23.9,0.1,11.24,2.28,1,1.25,1.297,1,1.625,133.11,-78.8,337.88,0,,-33.98909,151.2353,-33.98909 151.2353,269
141,2013-12-15T07:57:09+0100,1400,B00000439_21I5A3_20131215_075708,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_141.jpg,g2_a3_sml_141.jpg,,1,4014,2,1,-0.031,-0.808,-0.581,-0.38,-0.922,-0.524,65535,57912,35242,65535,20.2,2,141,g2_a3_sml_141.jpg,-33.98909,151.23528,-33.98909 151.23528,0,260,0.73,6.55,25.3,1,10.89,2.27,1,1.25,1.297,1,1.625,129.14,-85.62,249.49,0,,-33.98909,151.23528,-33.98909 151.23528,260
142,2013-12-15T07:57:18+0100,1410,B00000440_21I5A3_20131215_075717,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_142.jpg,g2_a3_sml_142.jpg,,1,4014,2,1,0.133,-0.832,-0.656,-0.387,-0.911,-0.545,65535,65535,39315,65535,20.2,2,142,g2_a3_sml_142.jpg,-33.9891,151.23521,-33.9891 151.23521,0,0,0.14,1.11,28.2,0.9,11.29,2.32,1,1.31,1.328,1,1.625,123.52,-78.1,270.92,0,,-33.9891,151.23521,-33.9891 151.23521,0
143,2013-12-15T07:57:26+0100,1420,B00000441_21I5A3_20131215_075725,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_143.jpg,g2_a3_sml_143.jpg,,1,4014,2,1,0.073,-1.022,-0.545,-0.461,-0.872,-0.586,65535,65535,52058,65535,20.2,2,143,g2_a3_sml_143.jpg,-33.98909,151.23521,-33.98909 151.23521,0,121,0.27,2.15,29.5,0.3,13.18,2.27,1,1.25,1.453,1,1.5,106.36,-80.72,303.14,0,,-33.98909,151.23521,-33.98909 151.23521,121
144,2013-12-15T07:57:34+0100,1430,B00000442_21I5A3_20131215_075733,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_144.jpg,g2_a3_sml_144.jpg,,1,4014,2,1,-0.02,-0.922,-0.407,-0.461,-0.877,-0.567,65535,65535,43993,65535,20.2,2,144,g2_a3_sml_144.jpg,-33.9891,151.23523,-33.9891 151.23523,0,151,0.48,3.81,29.9,0.5,10.33,2.21,1,1.25,1.453,1,1.5,110.64,-82.03,294.79,0,,-33.9891,151.23523,-33.9891 151.23523,151
145,2013-12-15T07:57:42+0100,1440,B00000443_21I5A3_20131215_075741,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_145.jpg,g2_a3_sml_145.jpg,,1,4014,2,1,0.111,-0.957,-0.489,-0.404,-0.891,-0.59,65535,65535,42065,65535,20.2,2,145,g2_a3_sml_145.jpg,-33.98913,151.23525,-33.98913 151.23525,0,180,0.28,2.22,29.1,0.2,10.13,2.17,1,1.25,1.453,1,1.5,115.44,-81.46,291.77,0,,-33.98913,151.23525,-33.98913 151.23525,180
146,2013-12-15T07:57:50+0100,1450,B00000444_21I5A3_20131215_075749,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_146.jpg,g2_a3_sml_146.jpg,,1,4014,2,1,-0.029,-0.911,-0.768,-0.381,-0.892,-0.6,65535,61221,36032,65535,20.2,2,146,g2_a3_sml_146.jpg,-33.98915,151.23525,-33.98915 151.23525,0,320,0.29,2.89,29.5,0.2,9.53,2.17,1,1.25,1.453,1,1.625,132.13,-77.65,337.76,0,,-33.98915,151.23525,-33.98915 151.23525,180
155,2013-12-15T07:59:19+0100,1540,B00000453_21I5A3_20131215_075918,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_155.jpg,g2_a3_sml_155.jpg,,1,4014,2,1,-0.137,-0.956,-0.431,-0.567,-0.791,0.032,65535,65535,42463,65535,22.4,2,155,g2_a3_sml_155.jpg,-33.98916,151.23525,-33.98916 151.23525,0,186,2.1,33.56,29.8,0.2,27.85,1.74,1,1.25,1.5,1,1.5,115.2,-94.58,293.54,0,,-33.98916,151.23525,-33.98916 151.23525,186
156,2013-12-15T07:59:35+0100,1550,B00000454_21I5A3_20131215_075935,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_156.jpg,g2_a3_sml_156.jpg,,1,4014,2,1,0.23,-0.778,-0.755,-0.485,-0.809,-2.6,678,617,372,401,22.4,2,156,g2_a3_sml_156.jpg,-33.98946,151.23521,-33.98946 151.23521,0,19,1.09,14.12,29.9,1.6,82.41,2.48,5,1.38,2.445,1.117,1,124.82,-93.48,355.77,0,,-33.98946,151.23521,-33.98946 151.23521,8
158,2013-12-15T07:59:57+0100,1570,B00000456_21I5A3_20131215_075956,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_158.jpg,g2_a3_sml_158.jpg,,1,4014,2,1,0.093,-0.939,-0.523,-0.131,-0.871,-0.616,65535,65535,41660,65535,22.4,2,158,g2_a3_sml_158.jpg,-33.98924,151.23525,-33.98924 151.23525,0,9,0.63,5.64,29.4,0.4,17.98,2.26,1,1.25,1.445,1,1.594,118.36,-89.33,290.31,0,,-33.98924,151.23525,-33.98924 151.23525,62
162,2013-12-15T08:00:32+0100,1610,B00000460_21I5A3_20131215_080031,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_162.jpg,g2_a3_sml_162.jpg,,1,4014,2,1,-0.262,-0.954,-0.082,-0.222,-0.946,-0.423,21624,27609,26725,59836,29.6,2,162,g2_a3_sml_162.jpg,-33.98917,151.23541,-33.98917 151.23541,0,121,0.24,2.15,31.1,0.6,22.24,2.28,1,1.25,1.602,1,1.25,92.364,-99.37,356.31,0,,-33.98917,151.23541,-33.98917 151.23541,121
163,2013-12-15T08:00:41+0100,1620,B00000461_21I5A3_20131215_080040,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_163.jpg,g2_a3_sml_163.jpg,,1,4014,2,1,-0.002,-1.005,-0.218,-0.15,-0.936,-0.436,42985,50098,44527,65535,29.6,2,163,g2_a3_sml_163.jpg,-33.98918,151.23543,-33.98918 151.23543,0,109,0.68,6.83,29.2,0.2,14.97,2.22,1,1.25,1.445,1,1.531,110.32,-91.77,327.65,0,,-33.98918,151.23543,-33.98918 151.23543,109
164,2013-12-15T08:00:51+0100,1630,B00000462_21I5A3_20131215_080050,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_164.jpg,g2_a3_sml_164.jpg,,1,4014,2,1,0.325,-0.99,0.183,-0.155,-0.828,-0.008,65535,60634,53820,65535,29.6,2,164,g2_a3_sml_164.jpg,-33.9892,151.2355,-33.9892 151.2355,0,283,1.78,14.23,26,0.2,13.46,2.18,1,1.25,1.508,1,1.563,99.938,-80.82,353.39,0,,-33.9892,151.2355,-33.9892 151.2355,219
168,2013-12-15T08:01:26+0100,1670,B00000466_21I5A3_20131215_080125,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_168.jpg,g2_a3_sml_168.jpg,,1,4014,2,1,0.102,-0.92,-0.547,-0.187,-0.826,-2.6,65535,60305,37015,65535,32.4,2,168,g2_a3_sml_168.jpg,-33.98929,151.23541,-33.98929 151.23541,0,238,0.27,2.16,27.4,2.2,14.25,2.04,1,1.31,1.445,1,1.531,115.31,-86.08,308.48,0,,-33.98929,151.23541,-33.98929 151.23541,281
171,2013-12-15T08:01:55+0100,1700,B00000469_21I5A3_20131215_080155,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_171.jpg,g2_a3_sml_171.jpg,,1,4014,2,1,-0.074,-0.978,-0.435,-0.147,-0.898,-0.571,65535,65535,65535,65535,32.4,2,171,g2_a3_sml_171.jpg,-33.98927,151.23529,-33.98927 151.23529,0,39,0.87,8.67,28.5,0.7,10.18,2.1,1,1.25,1.352,1,1.5,118.37,-85.91,297.84,0,,-33.98927,151.23529,-33.98927 151.23529,39
172,2013-12-15T08:02:05+0100,1710,B00000470_21I5A3_20131215_080204,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_172.jpg,g2_a3_sml_172.jpg,,1,4014,2,1,-0.131,-0.942,-0.482,-0.127,-0.897,-0.554,65535,65535,58444,65535,32.4,2,172,g2_a3_sml_172.jpg,-33.98921,151.23535,-33.98921 151.23535,0,301,0.27,2.15,27.8,0.5,8.18,2.11,1,1.25,1.633,1,1.219,97.418,-95.99,356.19,0,,-33.98921,151.23535,-33.98921 151.23535,301
173,2013-12-15T08:02:13+0100,1720,B00000471_21I5A3_20131215_080212,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_173.jpg,g2_a3_sml_173.jpg,,1,4014,2,1,0.104,-1.005,-0.42,-0.09,-0.879,-0.545,65535,65535,65535,65535,32.4,2,173,g2_a3_sml_173.jpg,-33.9892,151.23533,-33.9892 151.23533,0,0,0.97,7.78,26.4,0.1,8.67,2.04,1,1.25,1.633,1,1.219,108.39,-87.81,325.47,0,,-33.9892,151.23533,-33.9892 151.23533,0
174,2013-12-15T08:02:21+0100,1730,B00000472_21I5A3_20131215_080220,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_174.jpg,g2_a3_sml_174.jpg,,1,4014,2,1,0.421,-0.985,-0.106,0.006,-0.852,-0.415,65535,64208,44352,65535,32.4,2,174,g2_a3_sml_174.jpg,-33.98913,151.23533,-33.98913 151.23533,0,22,0.27,2.41,23.1,0.5,9.06,2.01,1,1.25,1.633,1,1.281,106.76,-68.23,309.5,0,,-33.98913,151.23533,-33.98913 151.23533,22
175,2013-12-15T08:02:30+0100,1740,B00000473_21I5A3_20131215_080229,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_175.jpg,g2_a3_sml_175.jpg,,1,4014,2,1,0.33,-0.979,-0.376,-0.023,-0.861,-0.482,65535,65535,52222,65535,30.9,2,175,g2_a3_sml_175.jpg,-33.98911,151.23534,-33.98911 151.23534,0,202,0.3,2.41,22.7,0.2,9.52,1.92,1,1.25,1.508,1,1.531,112.97,-72.21,299.91,0,,-33.98911,151.23534,-33.98911 151.23534,202
176,2013-12-15T08:02:38+0100,1750,B00000474_21I5A3_20131215_080237,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_176.jpg,g2_a3_sml_176.jpg,,1,4014,2,1,0.108,-0.937,-0.474,-0.171,-0.92,-0.497,65535,65535,50415,65535,30.9,2,176,g2_a3_sml_176.jpg,-33.98913,151.23533,-33.98913 151.23533,0,180,0.78,7.78,23.8,0.7,10,1.95,1,1.25,1.477,1,1.563,102.56,-87.67,331.36,0,,-33.98913,151.23533,-33.98913 151.23533,278
185,2013-12-15T08:04:12+0100,1840,B00000483_21I5A3_20131215_080412,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_185.jpg,g2_a3_sml_185.jpg,,1,4014,2,1,0.174,-1.275,-0.049,-0.029,-0.865,-0.34,65535,65535,65535,65535,30.8,2,185,g2_a3_sml_185.jpg,-33.98911,151.23516,-33.98911 151.23516,0,0,0.83,6.67,27.5,0.4,10.31,2.06,1,1.25,1.547,1,1.438,112.35,-92.29,353.74,0,,-33.98911,151.23516,-33.98911 151.23516,307
195,2013-12-15T08:05:45+0100,1940,B00000493_21I5A3_20131215_080544,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_195.jpg,g2_a3_sml_195.jpg,,1,4014,2,1,0.116,-1.039,0.181,-0.31,-0.782,-2.6,65535,65535,65535,65535,32.6,2,195,g2_a3_sml_195.jpg,-33.98895,151.23491,-33.98895 151.23491,0,180,0.22,2.23,29.8,0.5,7.98,2.18,1,1.25,1.609,1,1.398,126.2,-83.43,236.17,0,,-33.98895,151.23491,-33.98895 151.23491,275
210,2013-12-15T08:08:13+0100,2090,B00000508_21I5A3_20131215_080812,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_210.jpg,g2_a3_sml_210.jpg,,1,4014,2,1,0.14,-1.003,0.072,-0.037,-0.845,-0.284,65535,65535,65535,65535,37.8,2,210,g2_a3_sml_210.jpg,-33.98894,151.23478,-33.98894 151.23478,0,22,0.3,2.41,36.1,0.4,10.82,2.08,2,1.25,1.723,1,1.141,88.849,-81.6,299.28,0,,-33.98894,151.23478,-33.98894 151.23478,295
213,2013-12-15T08:08:39+0100,2120,B00000511_21I5A3_20131215_080838,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_213.jpg,g2_a3_sml_213.jpg,,1,4014,2,1,-0.106,-0.979,-0.289,-0.195,-0.901,-0.545,65535,65535,50668,65535,37.8,2,213,g2_a3_sml_213.jpg,-33.98892,151.23473,-33.98892 151.23473,0,90,0.35,2.77,32.3,0.7,11.6,1.98,1,1.25,1.535,1,1.516,116.78,-81.92,309.12,0,,-33.98892,151.23473,-33.98892 151.23473,90
214,2013-12-15T08:08:47+0100,2130,B00000512_21I5A3_20131215_080846,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_214.jpg,g2_a3_sml_214.jpg,,1,4014,2,1,0.08,-1.118,-0.294,-0.177,-0.856,-0.626,65535,65535,48676,65535,37.8,2,214,g2_a3_sml_214.jpg,-33.98892,151.23476,-33.98892 151.23476,0,151,0.38,3.81,32.1,0.4,9.61,1.99,1,1.25,1.535,1,1.516,111.79,-73.3,342.15,0,,-33.98892,151.23476,-33.98892 151.23476,278
227,2013-12-15T08:10:55+0100,2260,B00000525_21I5A3_20131215_081054,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_227.jpg,g2_a3_sml_227.jpg,,1,4014,2,1,0.161,-1.056,-0.05,-0.238,-0.894,-0.578,65535,65535,56545,65535,16.4,1,227,g2_a3_sml_227.jpg,-33.98888585,151.2344942,-33.98888585 151.2344942,1,114,0.06,0.58,27.95736041,0,0,0,0,1.25,1.66,1,1.297,101.43,-69.31,315.83,0,,-33.98888585,151.2344942,-33.98888585 151.2344942,219
228,2013-12-15T08:11:05+0100,2270,B00000526_21I5A3_20131215_081104,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_228.jpg,g2_a3_sml_228.jpg,,1,4014,2,1,0.273,-1.334,-0.215,-0.237,-0.907,-0.543,62358,65535,64723,65535,16.4,1,228,g2_a3_sml_228.jpg,-33.98890169,151.2344783,-33.98890169 151.2344783,1,114,0.05,0.59,27.81472081,0,0,0,1,1.25,1.66,1,1.297,88.318,-64.87,312.07,0,,-33.98890169,151.2344783,-33.98890169 151.2344783,219
230,2013-12-15T08:11:30+0100,2290,B00000528_21I5A3_20131215_081130,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_230.jpg,g2_a3_sml_230.jpg,,1,4014,2,1,0.794,-0.608,-0.124,-0.023,-0.829,-0.536,43653,57811,51582,65535,21.5,1,230,g2_a3_sml_230.jpg,-33.98893338,151.2344466,-33.98893338 151.2344466,1,114,0.04,0.59,27.52944162,0,0,0,1,1.31,1.754,1,1.172,89.348,-52.93,312.57,0,,-33.98893338,151.2344466,-33.98893338 151.2344466,219
234,2013-12-15T08:12:18+0100,2330,B00000532_21I5A3_20131215_081217,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_234.jpg,g2_a3_sml_234.jpg,,1,4014,2,1,0.223,-0.557,0.126,-0.42,-0.884,-0.317,42131,51912,45126,65535,17.1,1,234,g2_a3_sml_234.jpg,-33.98899677,151.2343832,-33.98899677 151.2343832,1,114,0.04,0.58,26.95888325,0,0,0,1,1.31,1.754,1,1.141,82.899,-85.03,317.97,0,,-33.98899677,151.2343832,-33.98899677 151.2343832,219
235,2013-12-15T08:12:33+0100,2340,B00000533_21I5A3_20131215_081233,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_235.jpg,g2_a3_sml_235.jpg,,1,4014,2,1,0.234,-0.142,-0.477,-0.484,-0.864,-0.34,37844,48103,42886,65535,5.4,1,235,g2_a3_sml_235.jpg,-33.98901262,151.2343674,-33.98901262 151.2343674,1,114,0.05,0.59,26.81624365,0,0,0,1,1.25,1.535,1,1.578,114.63,-61.48,289.55,0,,-33.98901262,151.2343674,-33.98901262 151.2343674,219
236,2013-12-15T08:12:44+0100,2350,B00000534_21I5A3_20131215_081244,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_236.jpg,g2_a3_sml_236.jpg,,1,4014,2,1,-0.395,-0.935,0.108,-0.567,-0.813,-0.454,31940,43823,44682,65535,5.4,1,236,g2_a3_sml_236.jpg,-33.98902846,151.2343515,-33.98902846 151.2343515,1,114,0.04,0.58,26.67360406,0,0,0,1,1.31,1.535,1,1.578,100.55,-90.19,343.99,0,,-33.98902846,151.2343515,-33.98902846 151.2343515,219
238,2013-12-15T08:13:08+0100,2370,B00000536_21I5A3_20131215_081308,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_238.jpg,g2_a3_sml_238.jpg,,1,4014,2,1,-0.155,-0.672,-0.806,-0.401,-0.674,-2.6,47358,43916,26324,65535,15.6,1,238,g2_a3_sml_238.jpg,-33.98906015,151.2343198,-33.98906015 151.2343198,1,114,0.03,0.58,26.38832487,0,0,0,1,1.25,1.535,1,1.578,138,-94.26,342.96,0,,-33.98906015,151.2343198,-33.98906015 151.2343198,76
242,2013-12-15T08:14:02+0100,2410,B00000540_21I5A3_20131215_081401,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_242.jpg,g2_a3_sml_242.jpg,,1,4014,2,1,-0.177,-0.639,-0.635,-0.152,-0.642,-2.6,65535,65535,39166,65535,15.6,1,242,g2_a3_sml_242.jpg,-33.989002,151.234609,-33.989002 151.234609,1,114,0.04,0.58,25.8177665,0,0,0,1,1.25,1.535,1,1.469,127.04,-113.7,0.5481,0,,-33.989002,151.234609,-33.989002 151.234609,39
243,2013-12-15T08:14:15+0100,2420,B00000541_21I5A3_20131215_081414,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_243.jpg,g2_a3_sml_243.jpg,,1,4014,2,1,-0.283,-0.709,-0.412,-0.349,-0.796,-2.6,65535,65535,50020,65535,15.6,1,243,g2_a3_sml_243.jpg,-33.98897733,151.2346337,-33.98897733 151.2346337,1,114,0.05,0.58,25.6751269,0,0,0,1,1.25,1.504,1,1.594,124.73,-99.75,355.5,0,,-33.98897733,151.2346337,-33.98897733 151.2346337,46
246,2013-12-15T08:14:49+0100,2450,B00000544_21I5A3_20131215_081449,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_246.jpg,g2_a3_sml_246.jpg,,1,4014,2,1,-0.078,-0.797,0.352,-0.403,-0.912,-0.501,28679,42386,43510,65535,15.6,1,246,g2_a3_sml_246.jpg,-33.9889304,151.2346926,-33.9889304 151.2346926,1,114,0.04,0.58,25.24720812,0,0,0,2,1.25,1.723,1,1.328,100.48,-79.64,349.89,0,,-33.9889304,151.2346926,-33.9889304 151.2346926,219
247,2013-12-15T08:15:02+0100,2460,B00000545_21I5A3_20131215_081502,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_247.jpg,g2_a3_sml_247.jpg,,1,4014,2,0,0.402,-0.942,-0.413,-0.201,-0.825,-2.6,39789,41012,29894,65535,15.6,1,247,g2_a3_sml_247.jpg,-33.9889328,151.2346902,-33.9889328 151.2346902,1,114,0.05,0.57,25.10456853,0,0,0,1,1.25,1.723,1,1.328,113.97,-74.37,348.37,0,,-33.9889328,151.2346902,-33.9889328 151.2346902,219
249,2013-12-15T08:15:25+0100,2480,B00000547_21I5A3_20131215_081524,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_249.jpg,g2_a3_sml_249.jpg,,1,4014,2,1,0.107,-0.974,-0.489,-0.28,-0.829,-2.6,59601,57146,40715,65535,15.6,1,249,g2_a3_sml_249.jpg,-33.9889376,151.2346854,-33.9889376 151.2346854,1,114,0.05,0.59,24.81928934,0,0,0,1,1.25,1.66,1,1.234,108,-74.34,347.61,0,,-33.9889376,151.2346854,-33.9889376 151.2346854,97
250,2013-12-15T08:15:36+0100,2490,B00000548_21I5A3_20131215_081535,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_250.jpg,g2_a3_sml_250.jpg,,1,4014,2,1,0.454,-0.133,-0.896,-0.253,-0.872,-0.64,29908,24606,16068,56503,15.6,1,250,g2_a3_sml_250.jpg,-33.98894,151.234708,-33.98894 151.234708,11,114,0.05,0.59,24.67664975,0,0,0,1,1.25,1.566,1,1.391,120.13,-55.96,283.86,0,,-33.98894,151.234708,-33.98894 151.234708,114
256,2013-12-15T08:16:45+0100,2550,B00000554_21I5A3_20131215_081645,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_256.jpg,g2_a3_sml_256.jpg,,1,4014,2,1,0.684,-1.337,-0.468,-0.416,-0.901,-0.321,40156,44133,34921,65535,15.5,1,256,g2_a3_sml_256.jpg,-33.98932,151.23571,-33.98932 151.23571,11,114,0.05,0.59,23.82081218,0,0,0,1,1.25,1.691,1,1.172,85.941,-78.75,310.54,0,,-33.98932,151.23571,-33.98932 151.23571,325
264,2013-12-15T08:18:35+0100,2630,B00000562_21I5A3_20131215_081835,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_264.jpg,g2_a3_sml_264.jpg,,1,4014,2,1,0.197,-0.863,-0.394,-0.048,-0.885,-0.41,60560,56874,37956,65535,31.2,1,264,g2_a3_sml_264.jpg,-33.98929,151.235685,-33.98929 151.235685,2,114,0.06,0.59,22.67969543,0,0,0,1,1.25,1.517,1,1.281,106.77,-69.25,285.41,0,,-33.98929,151.235685,-33.98929 151.235685,150
265,2013-12-15T08:18:45+0100,2640,B00000563_21I5A3_20131215_081845,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_265.jpg,g2_a3_sml_265.jpg,,1,4014,2,1,-0.01,-1.105,0.055,-0.207,-0.901,-0.258,65535,65535,65535,65535,31.2,1,265,g2_a3_sml_265.jpg,-33.989306,151.235696,-33.989306 151.235696,2,114,0.05,0.58,22.53705584,0,0,0,1,1.25,1.517,1,1.344,101.86,-73.68,310.95,0,,-33.989306,151.235696,-33.989306 151.235696,34
268,2013-12-15T08:19:28+0100,2670,B00000566_21I5A3_20131215_081927,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_268.jpg,g2_a3_sml_268.jpg,,1,4014,2,1,-0.187,-0.88,0.211,-0.454,-0.892,-0.444,34157,39709,34577,65535,36.4,1,268,g2_a3_sml_268.jpg,-33.9893,151.235701,-33.9893 151.235701,2,114,0.04,0.57,22.10913706,0,0,0,1,1.25,1.5,1,1.219,84.476,-77.59,310.09,0,,-33.9893,151.235701,-33.9893 151.235701,78
271,2013-12-15T08:20:08+0100,2700,B00000569_21I5A3_20131215_082007,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_271.jpg,g2_a3_sml_271.jpg,,1,4014,2,1,0.258,-0.868,-0.685,-0.161,-0.925,-0.47,48854,41455,26321,65535,36.4,1,271,g2_a3_sml_271.jpg,-33.989292,151.235749,-33.989292 151.235749,2,114,0.05,0.59,21.68121827,0,0,0,1,1.25,1.469,1,1.406,124.86,-85.19,251.22,0,,-33.989292,151.235749,-33.989292 151.235749,260
273,2013-12-15T08:20:31+0100,2720,B00000571_21I5A3_20131215_082031,https://googledrive.com/host/0ByZPttHNHiZ0UmktMy1QZGFSeWc/g2_a3_sml_273.jpg,g2_a3_sml_273.jpg,,1,4014,2,1,0.109,-1.085,0.219,-0.234,-0.887,-0.232,64858,65535,65535,65535,36.4,1,273,g2_a3_sml_273.jpg,-33.989302,151.23568,-33.989302 151.23568,2,114,0.04,0.59,21.39593909,0,0,0,1,1.25,1.625,1,1.266,88.402,-83.65,307.77,0,,-33.989302,151.23568,-33.989302 151.23568,148
