dt                     ,id                              ,sz  ,typ ,p,accx  ,accy  ,accz  ,magx  ,magy  ,magz  ,red  ,green,blue ,lum  ,tem  ,g,lat      ,lon       ,alt     ,gs   ,herr ,verr ,exp ,gain ,rbal ,gbal ,bbal ,xor   ,yor   ,zor   ,stags   ,tags                                                                                                                                                                                                                                                                                                                                                        
2014-03-04T12:11:01+0000,B00000165_21I4N2_20140304_121100,4014,0002,1,-0.215,-1.010, 0.132,-0.800, 0.063,-0.198, 6814, 6678, 4459,13417, 27.5,2,-33.87107, 151.22548,    80.3,  0.4,53.42, 3.01,  13, 1.75,1.336,1.000,1.563,85.611,-100.3,282.53,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T12:11:27+0000,B00000166_21I4N2_20140304_121126,4014,0002,1,-0.248,-0.963, 0.066,-0.790, 0.069,-0.208, 6196, 5747, 4005,11391, 27.5,2,-33.87111, 151.22525,    80.5,  1.3,36.97, 2.30,  32, 1.31,1.336,1.000,1.563,86.302,-104.2,286.21,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T12:11:51+0000,B00000167_21I4N2_20140304_121150,4014,0002,1,-0.356,-1.084,-0.135,-0.843, 0.107,-0.265,10344, 9127, 6233,21503, 27.5,2,-33.87142, 151.22514,    80.5,  2.7,46.92, 2.52,   5, 1.56,1.336,1.000,1.563,88.163,-98.30,300.44,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T12:12:16+0000,B00000168_21I4N2_20140304_121215,4014,0002,1, 0.122,-1.893,-0.473,-0.582,-0.028,-0.537, 1705, 1971, 1556, 4627, 27.5,2,-33.87129, 151.22540,    80.3,  1.1,27.89, 2.36,   5, 6.50,1.336,1.000,1.406,87.618,-93.74,290.51,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:19:43+0000,B00000169_21I4N2_20140304_131942,4014,0002,1,-0.198,-0.744,-0.479,-0.899, 0.178,-0.270,  104,   79,   54,  142, 21.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,  20,12.00,1.031,1.000,1.531,100.23,-117.5,308.72,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:20:13+0000,B00000170_21I4N2_20140304_132012,4014,0002,1,-0.660,-0.719,-0.445,-0.610, 0.046,-0.537,26572,26032,16988,62333, 22.3,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.313,1.000,1.406,107.28,-127.3,307.26,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:20:39+0000,B00000171_21I4N2_20140304_132039,4014,0002,1,-0.674,-0.704,-0.427,-0.851, 0.252,-0.750,11366,12203, 8290,29073, 22.6,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 2.38,1.344,1.000,1.406,109.39,-130.9,300.71,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:21:05+0000,B00000172_21I4N2_20140304_132104,4014,0002,1,-0.513,-0.788,-0.525,-0.925, 0.337,-0.777,22970,23505,15373,50380, 22.6,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.375,1.000,1.406,110.16,-126.9,304.53,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:21:31+0000,B00000173_21I4N2_20140304_132131,4014,0002,1,-0.655,-0.818,-0.422,-0.613, 0.088,-0.637,23973,23148,16762,56898, 22.6,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.375,1.000,1.406,114.03,-125.6,310.64,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:21:57+0000,B00000174_21I4N2_20140304_132156,4014,0002,1,-0.563,-0.811,-0.397,-0.594, 0.124,-0.670,14621,15394,10073,33803, 22.6,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   3, 1.25,1.375,1.000,1.406,113.89,-125.8,308.25,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:22:26+0000,B00000175_21I4N2_20140304_132226,4014,0002,1,-0.499,-0.668,-0.421,-0.734, 0.218,-0.750,17548,16803,12234,39944, 22.6,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   3, 1.25,1.375,1.000,1.406,111.91,-126.3,301.14,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:22:52+0000,B00000176_21I4N2_20140304_132252,4014,0002,1,-0.432,-0.861,-0.345,-0.861, 0.328,-0.723,18925,16911,13311,48424, 24.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.281,110.88,-124.0,308.74,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:23:18+0000,B00000177_21I4N2_20140304_132317,4014,0002,1,-0.476,-0.830,-0.354,-0.866, 0.225,-0.793,26260,27205,19235,65535, 24.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.281,109.34,-123.0,304.67,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:23:47+0000,B00000178_21I4N2_20140304_132346,4014,0002,1,-0.573,-1.020,-0.103,-0.903, 0.254,-0.773,13282,14056, 9849,33751, 24.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.313,110.81,-126.3,300.89,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:24:13+0000,B00000179_21I4N2_20140304_132413,4014,0002,1,-0.549,-0.806,-0.186,-0.801, 0.206,-0.748,21337,21757,15599,48246, 24.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.313,110.58,-128.3,303.48,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:24:39+0000,B00000180_21I4N2_20140304_132438,4014,0002,1,-0.611,-0.793,-0.285,-0.773, 0.206,-0.760,29424,31424,22013,65535, 24.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.406,1.000,1.313,109.10,-127.0,306.71,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:25:05+0000,B00000181_21I4N2_20140304_132504,4014,0002,1,-0.378,-0.592,-0.543,-0.815, 0.210,-0.752,26805,28245,18780,65535, 24.9,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.313,111.39,-125.7,307.29,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:25:31+0000,B00000182_21I4N2_20140304_132531,4014,0002,1,-0.445,-0.785,-0.525,-0.807, 0.207,-0.745,29982,31351,21537,65535, 25.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.375,111.58,-127.1,302.70,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:25:57+0000,B00000183_21I4N2_20140304_132556,4014,0002,1,-0.675,-0.814,-0.313,-0.745, 0.207,-0.738,36742,32967,20187,65535, 25.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.406,1.000,1.375,110.71,-126.8,303.12,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:26:27+0000,B00000184_21I4N2_20140304_132627,4014,0002,1,-0.441,-0.529,-0.262,-0.945, 0.312,-0.560,16999,14105, 9667,35948, 25.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.250,1.000,1.406,111.66,-127.9,293.41,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:26:54+0000,B00000185_21I4N2_20140304_132653,4014,0002,1,-0.610,-0.741,-0.448,-0.964, 0.230,-0.697,28134,27259,19390,65289, 25.7,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   2, 1.25,1.406,1.000,1.375,111.94,-129.4,300.58,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:27:20+0000,B00000186_21I4N2_20140304_132719,4014,0002,1,-0.560,-0.921,-0.433,-0.725, 0.181,-0.750,25477,26330,18711,61893, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   1, 1.25,1.438,1.000,1.313,112.74,-127.2,309.21,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:27:46+0000,B00000187_21I4N2_20140304_132746,4014,0002,1,-0.195,-0.927,-0.164,-0.682, 0.003,-0.620,25446,26995,20968,65535, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 1.25,1.594,1.000,1.188,104.10,-119.5,306.29,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:28:12+0000,B00000188_21I4N2_20140304_132812,4014,0002,1,-0.378,-0.795,-0.524,-0.546, 0.088,-0.730, 3450, 4297, 3380,10553, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 2.88,1.594,1.000,1.188,122.63,-114.8,311.81,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:28:40+0000,B00000189_21I4N2_20140304_132840,4014,0002,1,-0.534,-0.850,-0.407,-0.593,-0.078,-0.462, 4394, 5317, 4235,12498, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5, 1.69,1.594,1.000,1.156,111.57,-123.2,301.59,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:29:08+0000,B00000190_21I4N2_20140304_132907,4014,0002,1,-0.818,-0.516,-0.486,-0.845, 0.412,-0.312,  445,  428,  181,  989, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5,12.00,1.250,1.000,1.719,104.67,-131.9,286.32,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:29:35+0000,B00000191_21I4N2_20140304_132934,4014,0002,1,-0.402,-0.343, 0.002,-0.958, 0.066,-0.205,  341,  358,  191,  862, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5,12.00,1.250,1.000,1.906,97.396,-130.6,265.06,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:30:02+0000,B00000192_21I4N2_20140304_133001,4014,0002,1,-0.402,-0.846,-0.146,-0.893, 0.140,-0.085,  341,  351,  177,  801, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5,12.00,1.250,1.000,2.063,95.283,-127.9,277.54,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:30:29+0000,B00000193_21I4N2_20140304_133029,4014,0002,1,-0.392,-0.796, 0.104,-0.613, 0.178, 0.070,  139,  131,   87,  297, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,  20,12.00,1.344,1.000,1.813,95.752,-130.7,297.20,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:30:55+0000,B00000194_21I4N2_20140304_133055,4014,0002,1,-0.601,-0.818, 0.215,-0.951, 0.406,-0.593,  788,  894,  577, 2446, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,   5,12.00,1.281,1.000,2.031,95.284,-127.7,306.45,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:31:25+0000,B00000195_21I4N2_20140304_133125,4014,0002,1,-0.679,-0.602,-0.056,-0.796, 0.075,-0.618,  226,  224,  129,  517, 27.4,1,  0.00000,   0.00000,     0.0,  0.0, 0.00, 0.00,  20,10.50,1.438,1.000,1.625,95.130,-127.8,296.68,00000000,                                                                                                                                                                                                                                                                                                                                                            
2014-03-04T13:31:52+0000,B00000196_21I4N2_20140304_133152,4014,0002,1,-0.935,-0.709,-0.535,-0.730, 0.127,-0.463,  221,  235,  137,  567, 27.4,1,  -33.884315, 151.220653,     80.0,  0.0, 0.00, 0.00,   5, 7.25,1.438,1.000,1.438,98.644,-130.3,300.42,00000000,                                                                                                                                                                                                                                                                                                                                                            
